Temperature,Humidity,HeartRate,SpO2,HeatIndex,Label
19.85,28.22,96.0,98.0,18.0,SAFE
42.38,64.41,160.3,92.0,56.08,CRITICAL
20.78,63.07,101.7,97.6,21.87,SAFE
31.71,72.39,122.5,95.9,38.85,WARNING
42.12,56.6,144.0,95.4,53.46,DANGER
31.4,38.27,110.1,97.0,33.18,WARNING
41.1,79.38,168.9,92.5,57.5,CRITICAL
35.33,98.0,173.9,89.7,49.79,CRITICAL
27.87,54.59,129.3,96.3,30.61,WARNING
25.88,77.89,115.9,97.1,30.43,SAFE
29.2,43.01,141.4,94.7,30.94,WARNING
28.23,31.92,130.3,95.9,28.25,WARNING
35.66,71.83,160.8,94.8,45.43,DANGER
31.57,31.36,134.1,96.5,32.36,WARNING
42.18,64.5,185.6,91.0,55.72,CRITICAL
44.21,66.98,170.5,90.2,60.46,CRITICAL
22.52,42.08,99.7,97.7,22.3,SAFE
35.08,98.0,190.0,90.2,49.28,CRITICAL
42.11,74.01,174.2,90.1,58.16,CRITICAL
36.09,84.08,173.8,94.3,48.58,CRITICAL
29.76,54.65,124.1,97.1,33.28,WARNING
38.71,63.15,143.8,94.1,49.0,DANGER
36.72,52.43,139.1,96.2,43.37,DANGER
44.2,72.92,172.8,92.2,62.23,CRITICAL
27.97,34.11,140.7,95.8,28.2,WARNING
38.71,44.78,102.0,94.3,44.84,WARNING
39.79,75.55,125.5,95.8,53.89,DANGER
33.03,48.68,144.5,94.1,37.1,DANGER
27.63,25.25,97.4,98.5,26.7,SAFE
30.2,50.8,116.7,96.6,33.37,WARNING
32.02,49.73,128.0,95.1,35.81,WARNING
24.99,54.09,103.7,96.7,26.62,SAFE
28.5,28.34,95.9,99.4,28.13,SAFE
34.82,62.76,115.0,98.0,42.31,WARNING
28.56,37.92,98.2,97.2,29.43,SAFE
45.5,65.73,186.3,93.0,62.73,CRITICAL
36.46,59.25,125.3,97.8,44.33,WARNING
43.36,38.61,179.9,89.6,50.53,CRITICAL
31.27,47.91,130.6,95.1,34.46,WARNING
25.68,23.93,108.1,97.7,24.28,SAFE
35.01,58.41,118.0,94.4,41.81,WARNING
31.24,59.31,114.3,96.4,36.13,WARNING
38.06,73.94,144.9,94.9,50.22,DANGER
24.84,75.54,121.4,96.9,28.64,WARNING
28.28,56.85,73.0,98.3,31.46,SAFE
23.57,31.07,120.7,100.0,22.55,SAFE
29.82,27.59,125.0,96.8,29.63,WARNING
18.0,35.86,105.1,96.9,16.44,SAFE
29.77,46.56,120.0,96.5,32.19,WARNING
31.25,36.02,105.0,94.2,32.64,WARNING
38.2,69.14,178.7,89.3,49.41,CRITICAL
25.61,69.42,106.8,96.1,29.12,WARNING
30.65,35.56,82.9,97.1,31.8,SAFE
42.59,77.23,145.1,92.3,60.05,DANGER
31.67,53.41,119.2,95.9,35.87,WARNING
27.88,38.09,75.7,98.2,28.59,SAFE
35.2,33.41,138.8,96.0,37.45,WARNING
39.42,61.56,161.2,94.9,49.89,CRITICAL
39.69,49.44,152.3,95.7,47.49,DANGER
39.34,67.81,178.8,91.5,51.2,CRITICAL
45.33,81.87,146.6,90.2,67.55,CRITICAL
45.11,62.67,157.5,91.8,60.95,CRITICAL
34.86,36.62,71.7,97.5,37.58,SAFE
29.89,86.07,121.4,94.9,37.83,WARNING
33.79,47.44,135.1,97.5,37.98,WARNING
35.77,51.8,137.6,91.0,41.76,DANGER
24.27,39.32,77.0,98.5,24.2,SAFE
42.86,87.3,187.8,89.2,63.47,CRITICAL
35.8,66.76,120.2,95.3,44.7,WARNING
40.03,70.71,179.6,91.5,53.19,CRITICAL
33.79,52.26,124.7,96.3,38.82,WARNING
40.11,67.1,150.8,91.7,52.48,DANGER
40.54,74.95,160.2,92.2,55.24,CRITICAL
45.48,76.75,178.3,89.9,66.25,CRITICAL
38.13,56.84,147.9,94.8,46.59,DANGER
22.84,54.07,92.8,97.7,23.79,SAFE
42.1,88.98,172.4,94.5,62.2,CRITICAL
34.62,81.62,149.2,94.4,45.39,DANGER
37.36,49.32,151.7,94.1,43.73,DANGER
27.95,32.68,82.6,98.2,28.0,SAFE
28.12,40.21,135.0,96.4,29.15,WARNING
32.28,45.52,114.1,95.7,35.52,WARNING
37.64,95.11,133.6,94.8,53.94,DANGER
31.28,79.38,120.2,97.1,39.2,DANGER
30.06,61.87,135.0,98.0,34.72,WARNING
30.49,28.41,126.5,100.0,30.56,WARNING
32.45,64.05,108.0,96.8,38.72,WARNING
42.18,86.86,175.3,91.1,61.81,CRITICAL
25.11,48.42,112.8,98.2,26.18,SAFE
31.02,58.95,136.8,95.4,35.74,WARNING
23.7,30.43,106.6,98.2,22.64,SAFE
25.11,35.21,101.3,98.9,24.81,SAFE
26.92,29.66,96.1,99.9,26.38,SAFE
38.05,71.76,149.8,93.2,49.71,DANGER
36.04,46.58,135.4,94.2,41.15,DANGER
31.8,41.11,113.2,95.1,34.15,WARNING
32.9,62.21,119.4,95.7,39.13,WARNING
40.87,75.06,186.4,88.0,55.93,CRITICAL
44.52,79.43,171.4,96.2,64.91,CRITICAL
27.23,47.9,140.1,94.4,28.93,WARNING
40.94,82.19,137.3,92.3,57.89,DANGER
31.09,52.78,128.8,94.1,34.93,WARNING
25.85,68.96,126.6,96.3,29.4,SAFE
27.41,51.03,90.1,97.0,29.54,SAFE
38.43,65.23,159.1,96.3,48.96,DANGER
34.72,52.89,157.1,93.3,40.35,DANGER
33.36,73.57,126.8,95.4,41.78,WARNING
37.39,63.01,150.6,93.1,46.66,DANGER
44.87,66.07,175.7,91.4,61.54,CRITICAL
36.58,39.34,162.0,93.5,40.51,DANGER
25.53,47.01,148.5,97.7,26.58,WARNING
40.23,73.92,149.0,91.6,54.37,CRITICAL
36.86,61.4,128.0,94.1,45.42,WARNING
32.81,51.43,123.5,96.9,37.23,WARNING
35.12,51.03,149.6,92.0,40.62,DANGER
41.94,53.73,157.9,95.4,52.36,DANGER
42.84,87.36,162.8,92.7,63.43,CRITICAL
28.08,32.95,89.4,98.1,28.19,SAFE
28.28,51.13,78.1,97.5,30.74,WARNING
36.36,55.29,150.4,94.5,43.37,DANGER
34.78,57.95,138.4,93.5,41.37,DANGER
19.87,69.44,103.5,99.2,21.17,SAFE
42.95,87.11,167.0,91.8,63.62,CRITICAL
35.12,68.81,148.2,96.9,43.92,DANGER
30.8,30.51,98.0,94.3,31.25,WARNING
24.7,34.45,86.0,98.9,24.22,SAFE
39.46,68.71,142.7,93.7,51.65,DANGER
41.38,81.5,138.7,93.1,58.62,CRITICAL
39.7,73.51,152.9,90.5,53.23,CRITICAL
37.07,61.68,165.9,92.8,45.84,DANGER
26.19,30.69,112.9,96.6,25.62,SAFE
30.48,82.12,156.7,94.5,38.26,DANGER
41.67,68.24,159.4,91.2,55.75,CRITICAL
26.97,42.98,93.9,97.6,28.0,SAFE
28.03,56.89,112.3,96.4,31.12,SAFE
20.32,26.74,87.6,98.7,18.42,SAFE
22.13,65.44,106.6,100.0,23.86,SAFE
43.05,69.3,159.3,92.5,58.77,CRITICAL
32.07,38.78,136.1,94.8,34.16,WARNING
33.7,73.95,135.2,96.5,42.42,WARNING
30.04,67.74,104.7,95.4,35.52,WARNING
37.19,73.32,143.8,97.6,48.46,CRITICAL
30.07,72.92,121.0,95.9,36.28,WARNING
31.37,74.26,137.3,99.0,38.57,WARNING
43.59,64.98,170.7,94.1,58.61,CRITICAL
32.09,69.45,111.7,93.7,39.01,WARNING
28.78,59.63,150.4,94.0,32.54,WARNING
30.02,54.18,139.8,96.3,33.59,WARNING
41.47,46.64,120.2,96.2,49.7,WARNING
41.72,71.28,151.4,95.1,56.64,CRITICAL
28.74,33.55,100.5,97.6,29.09,SAFE
33.16,36.96,134.5,96.1,35.33,WARNING
28.9,49.91,87.2,99.5,31.44,SAFE
36.0,83.33,165.4,93.5,48.27,CRITICAL
25.93,51.77,102.5,97.8,27.63,SAFE
35.37,84.38,138.7,93.4,47.29,DANGER
32.92,72.75,157.6,94.6,40.91,DANGER
19.5,32.77,76.0,97.6,17.94,SAFE
37.3,38.31,149.5,97.9,41.33,DANGER
35.33,91.3,143.6,95.6,48.52,DANGER
40.09,68.03,163.6,92.8,52.67,CRITICAL
34.35,57.38,160.9,93.9,40.58,DANGER
38.96,87.51,156.1,92.2,55.02,CRITICAL
25.41,64.14,90.0,95.7,28.25,SAFE
33.45,48.55,92.3,97.8,37.69,SAFE
34.12,55.87,125.8,96.2,39.96,WARNING
38.53,66.74,154.9,93.6,49.49,DANGER
26.94,38.91,104.7,98.8,27.48,WARNING
36.15,62.77,129.7,97.4,44.52,WARNING
37.32,65.57,136.5,98.3,47.09,DANGER
27.68,45.56,92.2,97.4,29.24,SAFE
39.18,65.04,154.1,94.7,50.27,DANGER
22.76,29.36,79.7,98.1,21.43,SAFE
24.73,21.32,106.6,98.6,22.91,SAFE
43.4,85.22,190.0,93.7,64.1,CRITICAL
46.44,79.44,169.9,88.5,69.35,CRITICAL
38.26,23.31,125.4,97.5,39.4,WARNING
26.18,34.12,101.4,95.6,26.0,SAFE
37.65,68.13,160.3,93.1,48.21,DANGER
31.66,67.99,119.6,95.8,38.09,WARNING
40.33,47.37,172.7,89.3,48.02,CRITICAL
39.84,71.49,149.5,95.9,53.02,DANGER
21.98,56.62,74.1,99.0,22.9,SAFE
40.06,83.53,175.7,92.1,56.38,CRITICAL
37.92,94.6,166.7,92.3,54.43,CRITICAL
31.45,73.97,138.6,98.4,38.66,WARNING
39.25,40.02,143.9,95.6,44.58,DANGER
21.11,66.04,93.2,99.0,22.55,SAFE
44.35,84.04,164.6,90.3,65.93,CRITICAL
36.79,87.5,132.9,95.0,50.63,DANGER
32.26,55.14,105.7,96.9,37.01,WARNING
31.23,78.96,149.2,95.1,39.06,DANGER
34.39,73.09,142.1,94.3,43.45,DANGER
26.65,47.66,96.5,96.4,28.12,SAFE
38.68,49.59,136.4,94.9,45.89,DANGER
28.82,28.46,78.0,98.0,28.53,SAFE
24.25,65.03,111.4,98.7,26.73,SAFE
32.94,51.58,133.5,96.3,37.44,DANGER
33.14,57.5,155.4,93.8,38.72,DANGER
31.32,69.14,147.0,95.7,37.72,WARNING
33.55,46.08,110.8,95.8,37.41,WARNING
27.57,30.42,68.7,97.4,27.26,SAFE
25.14,49.69,85.5,97.9,26.36,SAFE
37.43,98.0,149.1,94.8,54.13,DANGER
32.25,61.74,139.9,99.7,38.05,WARNING
27.52,66.87,86.3,98.1,31.61,SAFE
30.46,82.85,133.5,91.7,38.33,DANGER
42.94,44.76,169.4,90.3,51.61,CRITICAL
40.46,90.69,164.0,92.2,58.98,CRITICAL
26.41,29.6,82.2,96.9,25.76,SAFE
31.18,57.3,113.4,97.6,35.73,SAFE
40.62,70.02,157.4,94.1,54.17,DANGER
32.09,60.91,120.3,96.0,37.67,WARNING
38.75,40.56,124.6,96.1,43.95,DANGER
38.08,43.77,130.6,99.1,43.65,WARNING
20.4,49.8,102.8,96.7,20.33,SAFE
22.38,70.48,92.4,98.3,24.65,SAFE
36.89,72.75,154.3,97.8,47.81,WARNING
40.1,86.9,178.3,90.7,57.29,CRITICAL
40.07,76.65,166.4,93.4,54.72,DANGER
42.59,74.7,181.5,92.5,59.36,CRITICAL
24.48,65.23,139.5,96.2,27.07,WARNING
30.41,49.72,139.3,95.6,33.52,WARNING
33.25,41.81,116.6,96.5,36.27,WARNING
29.28,58.31,89.0,97.3,33.09,SAFE
44.38,69.94,176.5,91.1,61.7,CRITICAL
36.19,81.29,108.8,97.1,48.23,WARNING
32.36,76.84,119.6,98.3,40.61,WARNING
24.75,45.12,71.0,98.6,25.38,SAFE
34.65,29.64,163.5,94.7,36.02,DANGER
35.33,64.9,114.4,98.2,43.55,WARNING
23.97,48.78,70.1,97.7,24.75,SAFE
29.7,65.09,81.6,98.0,34.64,SAFE
42.03,68.42,174.7,95.8,56.49,DANGER
43.14,64.31,151.9,94.6,57.54,DANGER
39.82,64.99,145.3,90.6,51.42,DANGER
26.12,50.43,73.1,96.4,27.74,SAFE
39.94,58.83,157.7,91.1,50.16,CRITICAL
31.37,49.8,125.9,96.4,34.88,WARNING
40.63,38.14,146.8,93.2,46.18,DANGER
28.56,44.05,77.7,100.0,30.22,SAFE
31.01,75.2,126.0,98.8,38.12,SAFE
35.83,65.79,140.5,90.0,44.56,CRITICAL
38.77,63.76,157.5,91.8,49.25,CRITICAL
39.07,62.69,129.1,95.1,49.54,WARNING
35.55,82.19,165.1,94.4,47.2,DANGER
42.47,26.93,174.5,90.8,45.91,CRITICAL
27.86,79.4,121.1,100.0,33.65,WARNING
40.78,28.8,154.0,96.2,44.05,DANGER
42.05,84.82,190.0,91.7,60.96,CRITICAL
29.55,67.0,98.6,97.0,34.67,SAFE
39.81,75.71,173.0,93.5,53.98,CRITICAL
22.17,62.62,95.9,98.7,23.68,SAFE
36.22,45.0,142.3,98.4,41.12,WARNING
39.93,93.75,167.4,94.1,58.57,DANGER
28.11,42.41,106.1,98.7,29.42,SAFE
24.72,25.73,116.7,97.4,23.36,WARNING
33.16,61.95,156.4,97.6,39.51,DANGER
32.49,61.56,141.7,95.9,38.39,DANGER
31.2,27.19,131.1,95.2,31.26,WARNING
30.3,48.68,129.0,97.2,33.21,WARNING
42.56,85.85,167.7,89.8,62.38,CRITICAL
31.0,65.77,136.3,91.1,36.72,DANGER
28.42,31.81,77.0,100.0,28.47,SAFE
22.61,64.01,79.5,99.5,24.38,SAFE
29.52,43.92,134.4,97.8,31.48,WARNING
35.83,74.77,150.3,93.6,46.3,DANGER
42.14,57.68,147.8,95.8,53.79,DANGER
29.86,48.28,141.5,94.7,32.55,WARNING
44.44,68.0,177.6,88.1,61.23,CRITICAL
37.63,49.36,150.4,93.5,44.16,DANGER
36.95,54.88,147.2,92.0,44.24,DANGER
42.29,82.52,169.7,89.9,60.87,CRITICAL
24.72,34.87,83.0,97.0,24.3,SAFE
30.8,56.66,132.7,97.5,35.07,WARNING
32.29,65.68,147.7,96.2,38.72,DANGER
39.7,71.02,135.9,94.8,52.65,DANGER
40.86,72.64,164.2,90.7,55.29,CRITICAL
39.14,70.06,175.2,90.2,51.35,CRITICAL
38.5,71.67,145.2,92.9,50.53,DANGER
41.43,71.28,164.2,93.9,56.07,CRITICAL
33.22,52.94,109.5,95.9,38.09,WARNING
30.43,12.63,124.1,97.0,28.23,SAFE
40.46,70.27,175.0,95.2,53.92,CRITICAL
39.28,66.96,153.7,93.9,50.9,DANGER
32.0,65.15,137.6,95.9,38.19,WARNING
41.07,77.32,168.3,92.0,56.9,CRITICAL
28.02,85.56,81.7,97.4,34.67,SAFE
41.61,75.96,170.4,90.8,57.65,CRITICAL
30.47,59.03,125.1,97.1,34.93,WARNING
35.51,53.36,156.7,94.1,41.66,DANGER
29.81,77.32,118.5,93.4,36.48,DANGER
42.69,74.39,179.3,91.8,59.46,CRITICAL
30.54,55.19,107.8,97.7,34.48,WARNING
38.72,54.25,184.2,88.8,47.0,CRITICAL
41.28,82.69,160.0,89.8,58.73,CRITICAL
36.69,38.24,156.1,94.5,40.45,DANGER
24.66,52.51,87.5,98.2,26.02,SAFE
30.65,24.06,93.3,97.9,30.13,SAFE
30.75,28.77,65.3,99.1,30.94,SAFE
36.3,62.7,133.7,93.7,44.75,DANGER
23.69,20.82,103.6,97.9,21.7,SAFE
25.81,67.8,54.7,96.4,29.23,SAFE
39.54,84.99,166.6,93.8,55.65,CRITICAL
23.05,24.0,100.2,98.6,21.27,SAFE
28.92,56.95,110.4,97.7,32.39,SAFE
21.25,59.24,97.7,98.2,22.18,SAFE
26.6,57.34,98.4,99.1,29.16,SAFE
40.16,69.19,165.7,89.6,53.07,CRITICAL
42.53,68.89,143.6,96.3,57.62,CRITICAL
38.03,72.94,168.3,92.4,49.94,DANGER
26.24,40.77,102.0,97.8,26.81,SAFE
45.99,77.36,156.5,91.4,67.61,CRITICAL
45.16,67.56,161.5,91.7,62.6,CRITICAL
38.27,56.07,158.9,91.5,46.67,CRITICAL
33.84,40.77,157.3,94.4,36.91,DANGER
41.99,85.3,158.5,90.5,60.95,CRITICAL
26.05,53.87,81.2,98.4,28.02,SAFE
33.04,50.8,120.1,98.1,37.45,WARNING
19.66,32.48,68.7,99.1,18.11,SAFE
34.1,49.42,125.0,96.5,38.79,WARNING
31.11,63.07,100.5,99.9,36.49,SAFE
38.19,68.52,143.9,93.8,49.26,DANGER
24.88,35.9,95.3,98.8,24.6,SAFE
42.61,56.86,153.6,88.8,54.43,CRITICAL
39.17,95.43,172.9,88.6,57.29,CRITICAL
40.08,68.9,185.5,93.4,52.85,CRITICAL
26.94,65.16,127.4,96.0,30.55,WARNING
44.4,78.47,162.4,90.9,64.36,CRITICAL
41.53,67.02,180.0,91.2,55.14,CRITICAL
27.81,77.83,109.6,98.4,33.38,SAFE
45.91,65.93,177.8,89.9,63.66,CRITICAL
31.03,53.24,83.0,97.0,34.9,SAFE
42.05,65.78,152.7,93.8,55.81,DANGER
34.19,45.66,153.5,91.2,38.27,DANGER
36.26,98.0,137.4,94.5,51.68,DANGER
22.32,39.44,103.9,98.8,21.82,SAFE
38.22,97.51,174.1,95.0,55.71,DANGER
27.57,65.75,69.9,96.7,31.54,SAFE
40.89,79.56,147.9,96.0,57.1,DANGER
33.07,56.38,140.8,96.7,38.43,DANGER
30.23,39.06,116.5,97.6,31.75,WARNING
32.43,30.52,130.9,98.1,33.31,WARNING
42.4,78.45,161.5,95.5,59.98,DANGER
36.0,76.83,89.8,98.0,47.01,SAFE
23.74,45.34,67.0,97.5,24.13,SAFE
42.97,49.84,159.4,94.1,53.1,DANGER
47.19,66.93,159.3,94.1,66.76,CRITICAL
44.02,61.33,166.0,95.7,58.39,CRITICAL
19.84,39.68,102.7,96.1,18.86,SAFE
43.06,56.97,154.2,91.9,55.28,DANGER
42.21,55.13,131.7,92.8,53.23,DANGER
25.82,64.05,92.7,98.2,28.83,SAFE
46.5,79.3,173.6,90.7,69.46,CRITICAL
27.58,71.61,147.3,97.5,32.27,WARNING
32.78,54.94,135.8,95.7,37.76,WARNING
27.7,69.54,141.6,97.2,32.2,WARNING
23.92,22.25,93.5,98.1,22.09,SAFE
32.08,58.25,108.1,94.7,37.23,WARNING
39.64,92.49,142.4,93.9,57.64,DANGER
36.43,43.76,152.4,95.8,41.19,DANGER
22.34,55.12,73.1,98.1,23.24,SAFE
33.54,61.88,138.4,94.6,40.09,WARNING
40.11,84.34,170.1,92.0,56.67,CRITICAL
33.64,43.59,110.8,97.0,37.12,WARNING
23.45,40.21,73.2,98.1,23.27,SAFE
30.3,70.87,124.6,97.7,36.36,WARNING
28.16,75.25,54.9,97.8,33.6,SAFE
32.76,59.84,179.1,93.8,38.52,CRITICAL
19.36,41.92,93.1,99.9,18.46,SAFE
29.68,61.15,113.0,96.5,34.06,WARNING
35.59,51.33,68.3,95.1,41.39,SAFE
26.46,55.03,95.5,97.5,28.71,SAFE
36.71,86.66,152.9,96.1,50.31,DANGER
39.87,75.98,161.4,95.1,54.15,DANGER
36.5,62.34,135.3,94.6,45.02,DANGER
41.43,55.72,169.0,91.0,52.0,CRITICAL
28.99,58.67,108.2,96.9,32.72,SAFE
36.18,48.35,137.5,95.8,41.71,WARNING
27.6,49.51,109.5,97.5,29.62,SAFE
43.37,86.2,155.4,94.5,64.31,CRITICAL
47.17,67.31,167.0,91.2,66.85,CRITICAL
28.45,42.51,120.0,96.9,29.88,WARNING
41.03,91.34,180.2,93.6,60.41,CRITICAL
21.65,35.33,86.0,99.3,20.65,SAFE
22.33,22.43,63.1,97.9,20.32,SAFE
34.4,22.25,100.9,98.2,34.38,WARNING
29.18,30.41,99.5,97.8,29.23,SAFE
35.09,47.67,148.3,91.4,39.95,DANGER
39.61,67.13,144.2,93.2,51.54,DANGER
41.22,80.73,172.3,92.0,58.1,CRITICAL
26.98,45.39,85.9,96.8,28.3,SAFE
34.9,68.13,161.9,93.1,43.42,DANGER
20.43,40.56,105.9,99.3,19.63,SAFE
34.22,51.37,112.6,97.1,39.31,WARNING
42.67,87.09,158.9,91.1,62.97,CRITICAL
43.08,63.78,181.5,90.9,57.26,CRITICAL
44.17,50.61,149.2,95.2,55.44,DANGER
43.27,78.97,181.8,94.5,62.01,CRITICAL
41.49,61.49,169.4,93.5,53.61,CRITICAL
43.09,70.83,190.0,88.0,59.3,CRITICAL
32.67,65.29,139.4,92.9,39.27,DANGER
39.1,89.78,170.6,92.0,55.83,CRITICAL
28.22,51.86,72.8,97.4,30.75,SAFE
38.11,66.44,120.9,96.1,48.66,WARNING
38.46,82.64,184.7,90.5,52.9,CRITICAL
37.13,58.52,115.0,97.3,45.29,WARNING
34.88,55.0,148.1,93.4,40.99,DANGER
40.37,92.78,151.3,91.8,59.32,CRITICAL
33.71,58.32,124.6,97.8,39.74,WARNING
41.84,69.58,169.1,95.2,56.42,CRITICAL
37.41,45.96,147.5,94.6,43.11,DANGER
30.96,66.75,137.8,98.2,36.79,WARNING
34.36,42.34,153.5,95.3,37.92,DANGER
41.3,79.09,166.5,91.1,57.84,CRITICAL
42.9,70.6,163.7,92.4,58.85,CRITICAL
28.21,51.71,109.3,96.6,30.72,SAFE
41.09,86.11,144.0,93.9,59.2,DANGER
31.26,54.13,129.1,98.4,35.38,WARNING
43.08,49.06,162.1,91.3,53.07,CRITICAL
29.04,73.09,127.1,96.3,34.69,WARNING
31.68,58.49,152.6,95.4,36.65,DANGER
45.05,82.49,180.5,91.8,67.09,CRITICAL
37.38,98.0,145.3,92.8,54.02,DANGER
41.54,73.25,136.5,94.7,56.8,CRITICAL
37.75,70.4,152.1,92.4,48.87,WARNING
25.46,40.58,105.6,96.4,25.81,SAFE
38.93,71.51,163.4,95.1,51.29,DANGER
26.19,63.53,84.9,99.0,29.29,SAFE
29.39,58.27,144.7,96.7,33.24,WARNING
28.26,62.37,76.3,97.7,32.13,SAFE
22.03,42.48,100.6,95.8,21.74,SAFE
37.35,76.69,173.3,93.6,49.47,CRITICAL
39.74,69.88,175.0,91.8,52.44,CRITICAL
39.27,65.58,171.4,92.4,50.55,CRITICAL
27.05,28.91,120.0,96.7,26.45,SAFE
38.58,78.1,159.8,95.5,52.13,CRITICAL
31.64,37.67,56.3,99.3,33.41,SAFE
37.84,74.72,190.0,90.4,49.97,CRITICAL
31.1,57.85,159.8,93.5,35.7,DANGER
35.61,51.92,145.5,95.8,41.54,DANGER
42.59,80.72,154.2,91.3,61.01,CRITICAL
39.48,35.77,153.7,92.3,43.91,DANGER
27.39,36.33,87.3,99.3,27.75,SAFE
36.71,52.95,130.2,99.5,43.46,WARNING
26.72,58.67,79.3,96.9,29.49,SAFE
33.4,65.09,153.8,92.9,40.4,DANGER
43.15,76.63,183.0,91.1,61.08,CRITICAL
43.31,74.91,156.2,94.3,60.93,CRITICAL
29.89,40.89,135.3,97.8,31.56,WARNING
36.83,76.79,140.6,94.1,48.52,DANGER
37.19,79.27,175.6,93.4,49.71,CRITICAL
35.83,52.65,158.1,96.1,42.02,DANGER
35.37,71.99,147.8,95.5,44.95,DANGER
22.44,41.76,105.3,99.4,22.17,SAFE
42.1,58.48,168.8,91.4,53.93,CRITICAL
35.81,47.72,117.2,98.4,41.04,WARNING
38.77,46.68,121.8,93.9,45.37,DANGER
36.67,82.26,153.6,92.2,49.34,DANGER
23.63,54.83,103.4,98.4,24.9,SAFE
35.8,57.34,156.2,95.3,42.88,DANGER
36.69,70.25,158.3,90.0,46.94,CRITICAL
29.3,57.53,89.1,99.1,33.01,SAFE
35.0,59.73,131.5,95.8,42.04,DANGER
21.32,52.56,90.8,97.2,21.7,SAFE
37.58,49.66,125.4,94.2,44.15,WARNING
23.09,24.83,93.2,97.9,21.4,SAFE
37.64,62.51,151.2,94.9,46.98,DANGER
45.66,69.08,162.6,93.1,64.16,CRITICAL
30.69,20.33,69.3,95.8,29.64,SAFE
38.08,73.87,149.0,96.3,50.23,DANGER
38.52,30.12,92.9,95.1,41.26,WARNING
42.63,61.92,180.6,94.9,55.87,CRITICAL
23.08,53.95,87.3,98.1,24.1,SAFE
47.19,64.12,158.4,88.3,65.76,CRITICAL
33.22,66.7,126.1,97.9,40.39,WARNING
39.82,54.15,131.8,93.8,48.82,WARNING
43.54,85.81,167.8,97.1,64.6,CRITICAL
45.43,77.13,165.9,88.9,66.25,CRITICAL
37.33,72.25,135.2,95.4,48.51,WARNING
36.44,62.96,173.7,96.5,45.03,CRITICAL
36.57,85.43,167.9,94.2,49.78,CRITICAL
42.52,83.89,163.9,91.2,61.74,CRITICAL
28.5,40.28,88.3,98.5,29.66,SAFE
27.23,59.37,81.5,96.9,30.29,SAFE
29.5,53.37,98.6,96.9,32.73,SAFE
40.39,75.82,175.4,93.2,55.15,CRITICAL
30.12,50.22,70.6,99.2,33.18,SAFE
23.96,44.87,63.4,98.4,24.35,SAFE
33.19,56.56,129.4,94.3,38.65,WARNING
30.06,25.85,72.3,97.0,29.67,SAFE
39.91,61.87,152.6,97.0,50.83,DANGER
29.04,51.79,131.9,97.7,31.88,WARNING
30.76,43.08,145.6,95.3,33.04,WARNING
28.12,74.87,114.3,97.7,33.5,WARNING
30.73,41.24,93.4,99.1,32.73,SAFE
28.65,31.96,52.0,98.7,28.77,SAFE
29.51,56.15,143.6,95.8,33.13,WARNING
37.45,79.8,181.1,91.9,50.32,CRITICAL
39.35,58.11,153.9,93.2,48.95,CRITICAL
35.25,83.4,159.6,100.0,46.89,DANGER
33.29,61.74,131.1,94.2,39.67,DANGER
35.18,57.68,164.6,95.3,41.94,DANGER
29.86,52.31,113.0,95.8,33.1,WARNING
38.38,83.93,162.6,93.0,53.03,DANGER
28.33,81.42,108.2,98.2,34.65,SAFE
23.31,37.3,94.5,97.0,22.83,SAFE
45.09,76.15,151.2,92.9,65.17,DANGER
35.82,74.73,152.3,91.0,46.28,CRITICAL
40.69,58.91,175.2,91.4,51.5,CRITICAL
32.76,61.19,113.2,97.9,38.75,WARNING
42.27,62.63,180.8,88.0,55.38,CRITICAL
33.35,59.02,166.9,94.5,39.3,DANGER
38.54,89.89,185.3,91.9,54.7,CRITICAL
40.51,77.29,159.8,91.0,55.76,CRITICAL
34.72,65.35,148.8,91.9,42.62,DANGER
39.49,84.44,169.1,93.8,55.42,CRITICAL
40.13,65.7,162.7,93.4,52.17,CRITICAL
29.14,29.33,99.5,99.6,29.04,SAFE
43.58,85.73,165.2,97.0,64.66,CRITICAL
34.18,63.77,147.1,96.5,41.44,DANGER
26.1,81.79,136.8,97.5,31.2,WARNING
25.33,31.5,82.8,97.5,24.68,SAFE
42.26,74.74,188.2,89.6,58.67,CRITICAL
37.06,74.79,127.0,95.8,48.54,DANGER
30.77,57.59,72.2,99.3,35.17,SAFE
42.32,73.44,174.0,89.4,58.44,CRITICAL
35.02,78.97,138.6,96.6,45.63,WARNING
31.92,78.11,176.7,95.0,40.07,DANGER
27.14,53.48,148.6,96.4,29.47,WARNING
38.77,59.26,162.3,92.8,48.22,CRITICAL
41.53,54.26,148.6,89.3,51.79,CRITICAL
41.55,74.91,166.0,93.0,57.26,CRITICAL
23.76,41.58,102.9,98.0,23.78,SAFE
38.14,79.09,154.9,88.6,51.49,DANGER
36.18,47.87,123.1,91.1,41.62,DANGER
39.11,60.64,160.1,94.9,49.13,CRITICAL
31.18,49.39,129.1,94.8,34.55,WARNING
31.9,84.48,118.9,96.9,41.03,WARNING
27.34,64.94,127.4,98.3,31.11,WARNING
23.75,28.55,91.0,97.0,22.51,SAFE
43.89,68.4,168.6,89.6,60.22,CRITICAL
24.89,54.86,98.5,98.1,26.58,SAFE
34.79,68.67,134.7,92.8,43.34,DANGER
42.92,87.17,185.1,89.2,63.57,CRITICAL
27.21,49.06,137.9,95.4,29.03,WARNING
37.07,80.03,112.8,93.3,49.64,DANGER
